KO;catA_KO;catA_name;catB_KO;catB_name;catC_KO;catC_name;catD_KO;catD_name;catD_shortname;catD_EC
K08269;09140;Cellular Processes;09141;Transport and catabolism;04139;Mitophagy - yeast;K08269;serine/threonine-protein kinase ULK2;ULK2, ATG1;EC:2.7.11.1
K08269;09180;Brite Hierarchies;09181;Protein families: metabolism;01001;Protein kinases;K08269;serine/threonine-protein kinase ULK2;ULK2, ATG1;EC:2.7.11.1
K08269;09180;Brite Hierarchies;09182;Protein families: genetic information processing;04131;Membrane trafficking;K08269;serine/threonine-protein kinase ULK2;ULK2, ATG1;EC:2.7.11.1
K08269;09180;Brite Hierarchies;09182;Protein families: genetic information processing;03029;Mitochondrial biogenesis;K08269;serine/threonine-protein kinase ULK2;ULK2, ATG1;EC:2.7.11.1
K08276;09180;Brite Hierarchies;09181;Protein families: metabolism;01002;Peptidases and inhibitors;K08276;ecotin;eco;
K08279;09190;Not Included in Pathway or Brite;09194;Poorly characterized;99996;General function prediction only;K08279;carnitine operon protein CaiE;caiE;
K08280;09180;Brite Hierarchies;09181;Protein families: metabolism;01005;Lipopolysaccharide biosynthesis proteins;K08280;lipopolysaccharide O-acetyltransferase;wbbJ;EC:2.3.1.-
K08281;09100;Metabolism;09108;Metabolism of cofactors and vitamins;00760;Nicotinate and nicotinamide metabolism;K08281;nicotinamidase/pyrazinamidase;pncA;EC:3.5.1.19 3.5.1.-
K08282;09190;Not Included in Pathway or Brite;09191;Unclassified: metabolism;99980;Enzymes with EC numbers;K08282;non-specific serine/threonine protein kinase;E2.7.11.1;EC:2.7.11.1
K08288;09120;Genetic Information Processing;09123;Folding, sorting and degradation;04141;Protein processing in endoplasmic reticulum;K08288;protein kinase C substrate 80K-H;PRKCSH;
K08288;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;04091;Lectins;K08288;protein kinase C substrate 80K-H;PRKCSH;
K08289;09100;Metabolism;09104;Nucleotide metabolism;00230;Purine metabolism;K08289;phosphoribosylglycinamide formyltransferase 2;purT;EC:6.3.1.21
K08292;09130;Environmental Information Processing;09132;Signal transduction;04152;AMPK signaling pathway;K08292;elongation factor 2 kinase;EEF2K;EC:2.7.11.20
K08292;09180;Brite Hierarchies;09181;Protein families: metabolism;01001;Protein kinases;K08292;elongation factor 2 kinase;EEF2K;EC:2.7.11.20
K08295;09100;Metabolism;09111;Xenobiotics biodegradation and metabolism;00627;Aminobenzoate degradation;K08295;2-aminobenzoate-CoA ligase;abmG;EC:6.2.1.32
K08296;09190;Not Included in Pathway or Brite;09191;Unclassified: metabolism;99980;Enzymes with EC numbers;K08296;phosphohistidine phosphatase;sixA;EC:3.1.3.-
K08298;09190;Not Included in Pathway or Brite;09191;Unclassified: metabolism;99980;Enzymes with EC numbers;K08298;L-carnitine CoA-transferase;caiB;EC:2.8.3.21
K08299;09190;Not Included in Pathway or Brite;09191;Unclassified: metabolism;99980;Enzymes with EC numbers;K08299;crotonobetainyl-CoA hydratase;caiD;EC:4.2.1.149
K08300;09120;Genetic Information Processing;09123;Folding, sorting and degradation;03018;RNA degradation;K08300;ribonuclease E;rne;EC:3.1.26.12
K08300;09180;Brite Hierarchies;09182;Protein families: genetic information processing;03019;Messenger RNA biogenesis;K08300;ribonuclease E;rne;EC:3.1.26.12
K08300;09180;Brite Hierarchies;09182;Protein families: genetic information processing;03009;Ribosome biogenesis;K08300;ribonuclease E;rne;EC:3.1.26.12
K08301;09180;Brite Hierarchies;09182;Protein families: genetic information processing;03019;Messenger RNA biogenesis;K08301;ribonuclease G;rng, cafA;EC:3.1.26.-
K08301;09180;Brite Hierarchies;09182;Protein families: genetic information processing;03009;Ribosome biogenesis;K08301;ribonuclease G;rng, cafA;EC:3.1.26.-
K08303;09180;Brite Hierarchies;09181;Protein families: metabolism;01002;Peptidases and inhibitors;K08303;U32 family peptidase;prtC, trhP;EC:3.4.-.-
K08304;09180;Brite Hierarchies;09181;Protein families: metabolism;01011;Peptidoglycan biosynthesis and degradation proteins;K08304;membrane-bound lytic murein transglycosylase A;mltA;EC:4.2.2.-
K08305;09180;Brite Hierarchies;09181;Protein families: metabolism;01011;Peptidoglycan biosynthesis and degradation proteins;K08305;membrane-bound lytic murein transglycosylase B;mltB;EC:4.2.2.-
K08306;09180;Brite Hierarchies;09181;Protein families: metabolism;01011;Peptidoglycan biosynthesis and degradation proteins;K08306;membrane-bound lytic murein transglycosylase C;mltC;EC:4.2.2.-
K08307;09180;Brite Hierarchies;09181;Protein families: metabolism;01011;Peptidoglycan biosynthesis and degradation proteins;K08307;membrane-bound lytic murein transglycosylase D;mltD, dniR;EC:4.2.2.-
K08309;09180;Brite Hierarchies;09181;Protein families: metabolism;01011;Peptidoglycan biosynthesis and degradation proteins;K08309;soluble lytic murein transglycosylase;slt;EC:4.2.2.-
K08310;09100;Metabolism;09108;Metabolism of cofactors and vitamins;00790;Folate biosynthesis;K08310;dihydroneopterin triphosphate diphosphatase;nudB, ntpA;EC:3.6.1.67
K08311;09120;Genetic Information Processing;09123;Folding, sorting and degradation;03018;RNA degradation;K08311;putative (di)nucleoside polyphosphate hydrolase;nudH;EC:3.6.1.-
K08311;09180;Brite Hierarchies;09182;Protein families: genetic information processing;03019;Messenger RNA biogenesis;K08311;putative (di)nucleoside polyphosphate hydrolase;nudH;EC:3.6.1.-
K08312;09100;Metabolism;09104;Nucleotide metabolism;00230;Purine metabolism;K08312;ADP-ribose diphosphatase;nudE;EC:3.6.1.-
K08315;09180;Brite Hierarchies;09181;Protein families: metabolism;01002;Peptidases and inhibitors;K08315;hydrogenase 3 maturation protease;hycI;EC:3.4.23.51
K08316;09180;Brite Hierarchies;09182;Protein families: genetic information processing;03009;Ribosome biogenesis;K08316;16S rRNA (guanine966-N2)-methyltransferase;rsmD;EC:2.1.1.171
K08318;09100;Metabolism;09101;Carbohydrate metabolism;00650;Butanoate metabolism;K08318;4-hydroxybutyrate dehydrogenase / sulfolactaldehyde 3-reductase;yihU;EC:1.1.1.61 1.1.1.373
K08319;09190;Not Included in Pathway or Brite;09191;Unclassified: metabolism;99980;Enzymes with EC numbers;K08319;L-threonate 2-dehydrogenase;ltnD;EC:1.1.1.411
K08321;09140;Cellular Processes;09145;Cellular community - prokaryotes;02024;Quorum sensing;K08321;3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase;lsrF;EC:2.3.1.245
K08322;09100;Metabolism;09101;Carbohydrate metabolism;00040;Pentose and glucuronate interconversions;K08322;L-gulonate 5-dehydrogenase;rspB;EC:1.1.1.380
K08323;09100;Metabolism;09101;Carbohydrate metabolism;00040;Pentose and glucuronate interconversions;K08323;mannonate dehydratase;rspA, manD;EC:4.2.1.8
K08324;09100;Metabolism;09101;Carbohydrate metabolism;00650;Butanoate metabolism;K08324;succinate-semialdehyde dehydrogenase;sad;EC:1.2.1.16 1.2.1.24
K08324;09100;Metabolism;09105;Amino acid metabolism;00250;Alanine, aspartate and glutamate metabolism;K08324;succinate-semialdehyde dehydrogenase;sad;EC:1.2.1.16 1.2.1.24
K08324;09100;Metabolism;09108;Metabolism of cofactors and vitamins;00760;Nicotinate and nicotinamide metabolism;K08324;succinate-semialdehyde dehydrogenase;sad;EC:1.2.1.16 1.2.1.24
K08325;09100;Metabolism;09101;Carbohydrate metabolism;00640;Propanoate metabolism;K08325;NADP-dependent alcohol dehydrogenase;yqhD;EC:1.1.-.-
K08326;09180;Brite Hierarchies;09181;Protein families: metabolism;01002;Peptidases and inhibitors;K08326;aminopeptidase;ypdF;EC:3.4.11.-
K08329;09140;Cellular Processes;09141;Transport and catabolism;04138;Autophagy - yeast;K08329;autophagy-related protein 17;ATG17;
K08329;09180;Brite Hierarchies;09182;Protein families: genetic information processing;04131;Membrane trafficking;K08329;autophagy-related protein 17;ATG17;
K08329;09180;Brite Hierarchies;09182;Protein families: genetic information processing;03029;Mitochondrial biogenesis;K08329;autophagy-related protein 17;ATG17;
K08343;09140;Cellular Processes;09141;Transport and catabolism;04140;Autophagy - animal;K08343;ubiquitin-like-conjugating enzyme ATG3;ATG3;
K08343;09140;Cellular Processes;09141;Transport and catabolism;04138;Autophagy - yeast;K08343;ubiquitin-like-conjugating enzyme ATG3;ATG3;
K08343;09140;Cellular Processes;09141;Transport and catabolism;04136;Autophagy - other;K08343;ubiquitin-like-conjugating enzyme ATG3;ATG3;
K08343;09180;Brite Hierarchies;09182;Protein families: genetic information processing;04131;Membrane trafficking;K08343;ubiquitin-like-conjugating enzyme ATG3;ATG3;
K08343;09180;Brite Hierarchies;09182;Protein families: genetic information processing;04121;Ubiquitin system;K08343;ubiquitin-like-conjugating enzyme ATG3;ATG3;
K08343;09180;Brite Hierarchies;09182;Protein families: genetic information processing;03029;Mitochondrial biogenesis;K08343;ubiquitin-like-conjugating enzyme ATG3;ATG3;
K08344;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;02000;Transporters;K08344;suppressor for copper-sensitivity B;scsB;
K08351;09100;Metabolism;09108;Metabolism of cofactors and vitamins;00780;Biotin metabolism;K08351;biotin/methionine sulfoxide reductase;bisC;EC:1.-.-.-
K08351;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;02000;Transporters;K08351;biotin/methionine sulfoxide reductase;bisC;EC:1.-.-.-
K08352;09100;Metabolism;09102;Energy metabolism;00920;Sulfur metabolism;K08352;thiosulfate reductase / polysulfide reductase chain A;phsA, psrA;EC:1.8.5.5
K08352;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;02000;Transporters;K08352;thiosulfate reductase / polysulfide reductase chain A;phsA, psrA;EC:1.8.5.5
K08354;09100;Metabolism;09102;Energy metabolism;00920;Sulfur metabolism;K08354;thiosulfate reductase cytochrome b subunit;phsC;
K08354;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;02000;Transporters;K08354;thiosulfate reductase cytochrome b subunit;phsC;
K08355;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;02000;Transporters;K08355;arsenite oxidase small subunit;aoxA;EC:1.20.2.1 1.20.9.1
K08356;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;02000;Transporters;K08356;arsenite oxidase large subunit;aoxB;EC:1.20.2.1 1.20.9.1
K08357;09100;Metabolism;09102;Energy metabolism;00920;Sulfur metabolism;K08357;tetrathionate reductase subunit A;ttrA;
K08357;09130;Environmental Information Processing;09132;Signal transduction;02020;Two-component system;K08357;tetrathionate reductase subunit A;ttrA;
K08357;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;02000;Transporters;K08357;tetrathionate reductase subunit A;ttrA;
K08358;09100;Metabolism;09102;Energy metabolism;00920;Sulfur metabolism;K08358;tetrathionate reductase subunit B;ttrB;
K08358;09130;Environmental Information Processing;09132;Signal transduction;02020;Two-component system;K08358;tetrathionate reductase subunit B;ttrB;
K08358;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;02000;Transporters;K08358;tetrathionate reductase subunit B;ttrB;
K08359;09100;Metabolism;09102;Energy metabolism;00920;Sulfur metabolism;K08359;tetrathionate reductase subunit C;ttrC;
K08359;09130;Environmental Information Processing;09132;Signal transduction;02020;Two-component system;K08359;tetrathionate reductase subunit C;ttrC;
K08359;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;02000;Transporters;K08359;tetrathionate reductase subunit C;ttrC;
K08363;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;02000;Transporters;K08363;mercuric ion transport protein;merT;
K08364;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;02000;Transporters;K08364;periplasmic mercuric ion binding protein;merP;
K08365;09180;Brite Hierarchies;09182;Protein families: genetic information processing;03000;Transcription factors;K08365;MerR family transcriptional regulator, mercuric resistance operon regulatory protein;merR;
K08369;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;02000;Transporters;K08369;MFS transporter, putative metabolite:H+ symporter;ydjE;
K08372;09130;Environmental Information Processing;09132;Signal transduction;02020;Two-component system;K08372;putative serine protease PepD;pepD;EC:3.4.21.-
K08372;09180;Brite Hierarchies;09181;Protein families: metabolism;01002;Peptidases and inhibitors;K08372;putative serine protease PepD;pepD;EC:3.4.21.-
K08375;09130;Environmental Information Processing;09133;Signaling molecules and interaction;04080;Neuroactive ligand-receptor interaction;K08375;neuropeptide FF receptor 2;NPFFR2;
K08375;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;04030;G protein-coupled receptors;K08375;neuropeptide FF receptor 2;NPFFR2;
K08384;09100;Metabolism;09107;Glycan biosynthesis and metabolism;00550;Peptidoglycan biosynthesis;K08384;stage V sporulation protein D (sporulation-specific penicillin-binding protein);spoVD;
K08384;09180;Brite Hierarchies;09181;Protein families: metabolism;01011;Peptidoglycan biosynthesis and degradation proteins;K08384;stage V sporulation protein D (sporulation-specific penicillin-binding protein);spoVD;
K08451;09180;Brite Hierarchies;09181;Protein families: metabolism;01002;Peptidases and inhibitors;K08451;adhesion G-protein coupled receptor G2;ADGRG2, GPR64;
K08451;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;04030;G protein-coupled receptors;K08451;adhesion G-protein coupled receptor G2;ADGRG2, GPR64;
K08478;09130;Environmental Information Processing;09132;Signal transduction;02020;Two-component system;K08478;phosphoglycerate transport regulatory protein PgtC;pgtC;
K08479;09130;Environmental Information Processing;09132;Signal transduction;02020;Two-component system;K08479;two-component system, OmpR family, clock-associated histidine kinase SasA;sasA;EC:2.7.13.3
K08479;09180;Brite Hierarchies;09181;Protein families: metabolism;01001;Protein kinases;K08479;two-component system, OmpR family, clock-associated histidine kinase SasA;sasA;EC:2.7.13.3
K08479;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;02022;Two-component system;K08479;two-component system, OmpR family, clock-associated histidine kinase SasA;sasA;EC:2.7.13.3
K08481;09190;Not Included in Pathway or Brite;09193;Unclassified: signaling and cellular processes;99995;Signaling proteins;K08481;circadian clock protein KaiB;kaiB;
K08482;09190;Not Included in Pathway or Brite;09193;Unclassified: signaling and cellular processes;99995;Signaling proteins;K08482;circadian clock protein KaiC;kaiC;
K08483;09130;Environmental Information Processing;09131;Membrane transport;02060;Phosphotransferase system (PTS);K08483;phosphoenolpyruvate-protein phosphotransferase (PTS system enzyme I);ptsI;EC:2.7.3.9
K08483;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;02000;Transporters;K08483;phosphoenolpyruvate-protein phosphotransferase (PTS system enzyme I);ptsI;EC:2.7.3.9
K08484;09130;Environmental Information Processing;09131;Membrane transport;02060;Phosphotransferase system (PTS);K08484;phosphotransferase system, enzyme I, PtsP;ptsP;EC:2.7.3.9
K08484;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;02000;Transporters;K08484;phosphotransferase system, enzyme I, PtsP;ptsP;EC:2.7.3.9
K08490;09120;Genetic Information Processing;09123;Folding, sorting and degradation;04130;SNARE interactions in vesicular transport;K08490;syntaxin 5;STX5;
